<<<<<<< HEAD
item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_tcg_loot_reward_series1_housecleaning_kit	100000								
item_tcg_loot_reward_series1_beru_whitesuns_cookbook	200000								
item_tcg_loot_reward_series1_gorax_ear	125000								
item_tcg_loot_reward_series1_morgukai_shadow_scroll	125000								
item_tcg_loot_reward_series1_tusken_talisman	125000								
item_tcg_loot_reward_series1_hans_hydrospanner	35000								
item_tcg_loot_reward_series1_nuna_ball_advertisement	20000								
item_tcg_loot_reward_series1_radtrooper_badge	20000								
item_tcg_loot_reward_series1_display_case_01	75000								
item_tcg_loot_reward_series1_dooku_bust	75000								
item_tcg_loot_reward_series1_indoor_fountain_01	75000								
item_tcg_loot_reward_series1_indoor_fountain_02	75000								
item_tcg_loot_reward_series1_indoor_garden_01	75000								
item_tcg_loot_reward_series1_bas_relief	75000								
item_tcg_loot_reward_series1_painting_jedi_crest	45000								
item_tcg_loot_reward_series1_painting_trooper	45000								
item_tcg_loot_reward_series1_vendor_ewok	175000								
item_tcg_loot_reward_series1_vendor_gungan	175000								
item_tcg_loot_reward_series1_vendor_jawa	175000								
item_tcg_loot_reward_series1_target_creature	150000								
item_tcg_loot_reward_series1_podracer_gasgano	250000								
item_tcg_loot_reward_series1_mechno_chair	250000								
item_tcg_loot_reward_series1_organa_speeder	250000								
item_tcg_loot_reward_series1_sith_speeder	250000								
item_tcg_loot_reward_series1_greeter_meatlump	225000								
item_tcg_loot_reward_series1_greeter_bomarr_monk	225000								
item_tcg_loot_reward_series1_orange_flightsuit	85000								
item_tcg_loot_reward_series1_naboo_jacket	85000								
item_tcg_loot_reward_series1_glowing_red_eyes	85000								
item_tcg_loot_reward_series1_glowing_blue_eyes	85000								
item_tcg_loot_reward_series1_black_corset_dress	85000								
item_tcg_loot_reward_series1_black_flightsuit	85000								
=======
item	cash	token0	token1	token2	token3	token14	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_pgc_token_01	100000								
item_tcg_loot_reward_series2_versafunction88_datapad	15000								
item_pgc_sandcrawler_house_deed						4			
object/tangible/veteran_reward/frn_vet_holo_sandcrawler.iff						4			
object/tangible/veteran_reward/frn_vet_holo_jawa.iff						4			
item_tcg_loot_reward_series1_podracer_gasgano						40			
item_tcg_loot_reward_series5_fg_8t8_podracer						40			
item_deed_podracer_anakin						40			
item_tcg_loot_reward_series3_podracer_longtail						40			
item_tcg_loot_reward_series2_podracer_mawhonic						40			
item_tcg_loot_reward_series4_balta_podracer_02_01						40			
item_tcg_loot_reward_series4_location_itv_02_01						400			
item_tcg_loot_reward_series1_housecleaning_kit						40			
item_tcg_loot_reward_series2_organizational_datapad						40			
item_tcg_loot_reward_series1_beru_whitesuns_cookbook						40			
object/tangible/veteran_reward/structure_storage_increase_deed.iff						40			
item_tcg_loot_reward_series1_vendor_jawa						4			
item_tcg_loot_reward_series2_greeter_jawa						4			
item_tcg_loot_reward_series9_jawa						4			
object/tangible/veteran_reward/vr_mouse_droid_deed.iff						4			
item_tcg_loot_reward_series4_droid_oil_bath_02_01						4			
item_tcg_loot_reward_series6_build01_hk47_statuette						40			
item_tcg_loot_reward_series6_build02_hk47_mustafar_diorama						40			
item_tcg_loot_reward_series6_build04_hkdroid_series_poster						40			
item_tcg_loot_reward_series8_glowly_sculpture						4			
item_tcg_loot_reward_series8_c3po_backpack						40			
item_costume_jawa	100								
>>>>>>> b69511aac62f968d19305ea6fd12278ad6f3b87c
