<<<<<<< HEAD
item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_tcg_loot_reward_series2_diner	375000								
item_tcg_loot_reward_series2_barn	375000								
item_tcg_loot_reward_series2_sanyassan_skull	125000								
item_tcg_loot_reward_series2_keelkana_tooth	35000								
item_tcg_loot_reward_series2_mandalorian_strongbox	40000								
item_tcg_loot_reward_series2_versafunction88_datapad	50000								
item_tcg_loot_reward_series2_chon_bust	75000								
item_tcg_loot_reward_series2_computer_console_02	75000								
item_tcg_loot_reward_series2_darth_vader_statuette	75000								
item_tcg_loot_reward_series2_display_case_02	75000								
item_tcg_loot_reward_series2_drink_dispenser	75000								
item_tcg_loot_reward_series2_indoor_garden_02	75000								
item_tcg_loot_reward_series2_painting_alliance_propaganda	45000								
item_tcg_loot_reward_series2_painting_darth_vader	45000								
item_tcg_loot_reward_series2_princess_leia_statuette	75000								
item_tcg_loot_reward_series2_vendor_meatlump	175000								
item_tcg_loot_reward_series2_vendor_bomarr_monk	175000								
item_tcg_loot_reward_series2_v_wing	300000								
item_tcg_loot_reward_series2_podracer_mawhonic	250000								
item_tcg_loot_reward_series2_greeter_ewok	225000								
item_tcg_loot_reward_series2_greeter_jawa	225000								
item_tcg_loot_reward_series2_greeter_serving_droid	225000								
item_tcg_loot_reward_series2_arc170_flightsuit	85000								
item_tcg_loot_reward_series2_diner_package	75000								
item_tcg_loot_reward_series2_organizational_datapad	200000								
item_tcg_loot_reward_series2_video_game_table	150000								
=======
item	cash	token0	token1	token2	token3	token14	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_pgc_token_01	500000								
item_tcg_loot_reward_series4_falleens_fist_02_01						4			
item_tcg_loot_reward_series1_hans_hydrospanner	20000								
item_player_house_deed_jabbas_sail_barge						20			
object/tangible/veteran_reward/vehicle_transport_skiff.iff						4			
armor_infiltrator_bicep_l						4			
armor_infiltrator_bicep_r						4			
armor_infiltrator_bracer_l						4			
armor_infiltrator_bracer_r						4			
armor_infiltrator_helmet						4			
armor_infiltrator_chest_plate						4			
armor_infiltrator_leggings						4			
armor_infiltrator_gloves						4			
armor_infiltrator_boots						4			
armor_infiltrator_belt						4			
item_tcg_loot_reward_series1_greeter_bomarr_monk						4			
item_tcg_loot_reward_series2_vendor_bomarr_monk						4			
item_tcg_loot_reward_series2_greeter_serving_droid						4			
item_tcg_loot_reward_series2_drink_dispenser						4			
item_pgc_jabba_chandelier						4			
item_pgc_jabba_drapes						4			
item_pgc_jabba_fancyrug						4			
item_pgc_jabba_gargoyle						4			
item_pgc_jabba_generator						4			
item_pgc_jabba_table						4			
item_pgc_jabba_tassels						4			
item_pgc_jabba_windchime						4			
item_pgc_fireplace						4			
object/tangible/veteran_reward/frn_vet_fireplace.iff						4			
item_tcg_loot_reward_series5_jabbas_roasting_spit						4			
item_tcg_loot_reward_series6_jabba_bed						4			
item_vet_reward_greeter_gamorrean						4			
item_tcg_loot_reward_series4_greeter_palowick						4			
item_tcg_loot_reward_series4_vendor_kitonak_02_01						4			
item_tcg_loot_reward_series6_auto_feeder						4			
item_tcg_loot_reward_series6_shock_collar						4			
item_tcg_loot_reward_series9_vendor_serving_droid						4			
item_tcg_loot_reward_series7_max_rebo_diorama						4			
item_tcg_loot_reward_series8_cryo_room						4			
item_tcg_loot_reward_series7_hutt_fighter_familiar						4			
item_tcg_loot_reward_series5_title						4			
item_tcg_loot_reward_series3_gargans_hands_of_seduction						4			
item_costume_gamorrean_guard	100								
item_costume_monkey_lizard	100								
item_costume_hutt_female	100								
costume_chevin	100								
item_costume_kit	1								
>>>>>>> b69511aac62f968d19305ea6fd12278ad6f3b87c
