<<<<<<< HEAD
item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_tcg_loot_reward_series8_glass_sculpture	75000								
item_tcg_loot_reward_series8_bespin_lamp_off	75000								
item_tcg_loot_reward_series8_bespin_sconce_off	75000								
item_tcg_loot_reward_series8_bespin_shelves	75000								
item_tcg_loot_reward_series8_dagobah_garden	75000								
item_tcg_loot_reward_series8_glowly_sculpture	75000								
item_tcg_loot_reward_series8_palpatine_hologram	75000								
item_tcg_loot_reward_series8_r2d2_dagobah	75000								
item_tcg_loot_reward_series8_shield_generator_blueprint	75000								
item_tcg_loot_reward_series8_torture_table	75000								
item_tcg_loot_reward_series8_single_pod_airspeeder	250000								
item_tcg_loot_reward_series8_atat_attack	75000								
item_tcg_loot_reward_series8_bespin_city	75000								
item_tcg_loot_reward_series8_cryo_room	75000								
item_tcg_loot_reward_series8_exogorth_crater	75000								
item_tcg_loot_reward_series8_yoda_xwing	75000								
item_tcg_loot_reward_series8_snow_speeder_familiar	165000								
item_tcg_loot_reward_series8_slave_1_itv_01	275000								
item_tcg_loot_reward_series8_painting_hanleia	75000								
item_tcg_loot_reward_series8_painting_victory	75000								
item_tcg_loot_reward_series8_painting_vintage	75000								
item_tcg_loot_reward_series8_painting_yoda	75000								
item_tcg_loot_reward_series8_wampa_arm	125000								
item_tcg_loot_reward_series8_yodas_soup	75000								
item_tcg_loot_reward_series8_armored_tauntaun_statue	165000								
item_tcg_loot_reward_series8_vader_pod	150000								
item_tcg_loot_reward_series8_c3po_backpack	85000								
item_tcg_loot_reward_series8_yoda_backpack	85000								
item_tcg_loot_reward_series8_exogorth_gloves	85000								
item_tcg_loot_reward_series8_lando_cape	85000								
item_tcg_loot_reward_series8_yoda_house_deed	375000								
item_tcg_decorational_bespin_house	75000								
=======
item	cash	token0	token1	token2	token3	token16	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_pgc_token_03	500000								
item_pgc_planet_hologram_endor						1			
item_pgc_planet_hologram_endor_02						1			
item_tcg_loot_reward_series3_wookiee_ceremonial_pipe						1			
item_tcg_loot_reward_series6_ponda_baba_arm						1			
item_tcg_loot_reward_series1_gorax_ear						1			
item_tcg_loot_reward_series1_vendor_ewok						1			
item_tcg_loot_reward_series2_sanyassan_skull						1			
item_tcg_loot_reward_series2_keelkana_tooth						1			
item_tcg_loot_reward_series2_greeter_ewok						1			
item_tcg_loot_reward_series8_exogorth_crater						1			
item_tcg_loot_reward_series8_exogorth_gloves						1			
item_tcg_loot_reward_series8_painting_yoda						1			
item_tcg_loot_reward_series8_yodas_soup						1			
item_tcg_loot_reward_series8_yoda_backpack						1			
item_tcg_loot_reward_series8_yoda_house_deed						1			
item_tcg_loot_reward_series8_r2d2_dagobah						1			
item_tcg_loot_reward_series8_dagobah_garden						1			
item_tcg_loot_reward_series8_yoda_xwing						1			
item_tcg_loot_reward_series9_ds2						1			
item_costume_ewok	100								
costume_dantari_m	100								
costume_dantari_f	100								
item_costume_kit	1								
>>>>>>> b69511aac62f968d19305ea6fd12278ad6f3b87c
