<<<<<<< HEAD
item	cash	token0	token1	token2	token3	token4	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_tcg_loot_reward_series7_atpt_walker	250000								
item_tcg_loot_reward_series7_military_transport	250000								
item_tcg_loot_reward_series7_build01_tie_canopy	75000								
item_tcg_loot_reward_series7_build02_xwing_wing	75000								
item_tcg_loot_reward_series7_build03_gunship_blueprint	75000								
item_tcg_loot_reward_series7_build04_broken_ball_turret	75000								
item_tcg_loot_reward_series7_build05_eweb_decor	75000								
item_tcg_loot_reward_series7_deed_vehicle_garage	375000								
item_tcg_loot_reward_series7_deed_commando_bunker	375000								
item_tcg_loot_reward_series7_deed_vip_bunker	375000								
item_tcg_loot_reward_series7_purple_cape	85000								
item_tcg_loot_reward_series7_gold_cape	85000								
item_tcg_loot_reward_series7_handmade_sash	85000								
item_tcg_loot_reward_series7_embroidered_sash	85000								
item_tcg_loot_reward_series7_tie_fighter_familiar	165000								
item_tcg_loot_reward_series7_xwing_fighter_familiar	165000								
item_tcg_loot_reward_series7_hutt_fighter_familiar	165000								
item_tcg_loot_reward_series7_figrin_dan_diorama	75000								
item_tcg_loot_reward_series7_max_rebo_diorama	75000								
item_tcg_loot_reward_series7_camo_armor_kit	70000								
item_tcg_loot_reward_series7_battle_worn_armor_kit	70000								
item_tcg_loot_reward_series7_atst_chair	75000								
item_tcg_loot_reward_series7_commando_painting	75000								
item_tcg_loot_reward_series7_armored_backpack	85000								
item_tcg_loot_reward_series7_recon_backpack	85000								
item_tcg_loot_reward_series7_rocket_launcher	30000								
item_tcg_loot_reward_series7_lando_poster	75000								
item_tcg_loot_reward_series7_rebel_graffiti_set	75000								
item_tcg_loot_reward_series7_imperial_graffiti_set	75000								
=======
item	cash	token0	token1	token2	token3	token16	class	script	note
s[none]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	i[0]	s	c
item_pgc_token_03	550000								
item_publish_gift_29_generic_04_01						1			
item_publish_gift_magic_control_object_03_01						1			
item_tcg_loot_reward_series9_djj						1			
item_tcg_loot_reward_series9_tpm						1			
item_tcg_loot_reward_series9_aoc						1			
item_tcg_loot_reward_series9_cwm						1			
item_tcg_loot_reward_series9_cws						1			
item_tcg_loot_reward_series9_ros						1			
item_tcg_loot_reward_series9_vc						1			
item_tcg_loot_reward_series9_solo						1			
item_tcg_loot_reward_series9_ro						1			
item_tcg_loot_reward_series9_rebels						1			
item_tcg_loot_reward_series9_swr						1			
item_tcg_loot_reward_series9_tfa						1			
item_tcg_loot_reward_series9_tlj						1			
item_tcg_loot_reward_series9_tlj2						1			
item_tcg_loot_reward_series9_ep9a						1			
item_tcg_loot_reward_series9_ep9b						1			
item_tcg_loot_reward_series9_ep9						1			
item_tcg_loot_reward_series9_ep9c						1			
item_tcg_loot_reward_series9_ep9d						1			
item_tcg_loot_reward_series9_ep9e						1			
object/tangible/veteran_reward/one_year_anniversary/painting_10.iff						1			
object/tangible/veteran_reward/frn_vet_painting_s011.iff						1			
object/tangible/veteran_reward/frn_vet_painting_april_07.iff						1			
object/tangible/veteran_reward/frn_vet_painting_anniversary_s30.iff						1			
object/tangible/veteran_reward/frn_vet_painting_community_summit_s02.iff						1			
item_galactic_gathering_2008_painting_04_01						1			
item_heroic_axkva_min_painting_01_01						1			
item_heroic_tusken_painting_01_01						1			
item_heroic_ig88_painting_01_01						1			
item_heroic_exar_kun_painting_01_01						1			
item_publish_gift_33_picture_01_01						1			
item_tcg_loot_reward_series2_painting_darth_vader						1			
item_tcg_loot_reward_series8_painting_victory						1			
item_tcg_loot_reward_series7_commando_painting						1			
item_tcg_loot_reward_series9_ew1						1			
item_tcg_loot_reward_series9_ew2						1			
item_lifeday_painting_03_01_01						1			
item_lifeday_painting_01_01_01						1			
item_tow_decor_painting_02_04						1			
object/tangible/painting/painting_bw_stormtrooper.iff						1			
object/tangible/painting/painting_food_baking_s02.iff						1			
object/tangible/painting/painting_schematic_weapon.iff						1			
object/tangible/painting/painting_schematic_transport_ship.iff						1			
item_lifeday_gift_04_02						1			
object/tangible/veteran_reward/one_year_anniversary/painting_03.iff						1			
item_lifeday_gift_04_04						1			
object/tangible/painting/painting_vader_victory.iff						1			
item_housepack_painting_rebel_01_01						1			
item_housepack_painting_imperial_01_01						1			
object/tangible/painting/bestine_quest_painting.iff						1			
object/tangible/veteran_reward/one_year_anniversary/painting_10.iff						1			
object/tangible/painting/painting_zabrak_f.iff						1			
object/tangible/painting/painting_zabrak_m.iff						1			
object/tangible/painting/painting_rodian_f_ad_01.iff						1			
object/tangible/painting/painting_rodian_m.iff						1			
object/tangible/painting/painting_schematic_weapon_s03.iff						1			
object/tangible/painting/painting_trandoshan_m.iff						1			
object/tangible/painting/painting_trandoshan_m_01.iff						1			
object/tangible/painting/painting_bothan_m.iff						1			
object/tangible/painting/painting_bothan_f.iff						1			
object/tangible/veteran_reward/one_year_anniversary/painting_01.iff						1			
object/tangible/painting/painting_corl_01.iff						1			
object/tangible/painting/painting_corl_02.iff						1			
object/tangible/painting/painting_droid_bright.iff						1			
object/tangible/veteran_reward/one_year_anniversary/painting_09.iff						1			
object/tangible/painting/painting_rodian_f.iff						1			
object/tangible/veteran_reward/one_year_anniversary/painting_05.iff						1			
object/tangible/veteran_reward/one_year_anniversary/painting_06.iff						1			
object/tangible/veteran_reward/one_year_anniversary/painting_08.iff						1			
>>>>>>> b69511aac62f968d19305ea6fd12278ad6f3b87c
